"name","area"
"Мохирева","((57.0101014244807,64.0225826082249),(57.0098204588398,64.0232477960606),(57.0085795017696,64.0218315897007),(57.0082048650516,64.0229259309788),(57.0086029164387,64.024041729929),(57.0096331472287,64.0249644098301),(57.0093404709403,64.0258870897313),(57.0088019405285,64.0263162431736),(57.0088838913135,64.0273247537632),(57.0084975503112,64.0277109918614),(57.009211692641,64.0299640474339),(57.0119057999901,64.0324551257404),(57.0124344256563,64.0351712456948),(57.0125163684061,64.0399777642495),(57.0129494913579,64.0399348489053),(57.0132538449971,64.0401494256265),(57.0134762556904,64.0399992219216),(57.0139678956422,64.0399133912331),(57.0138742504402,64.035192703367),(57.0134879614794,64.032145713926),(57.0142020076114,64.0314805260903),(57.0153842504522,64.0323602906472),(57.016086555065,64.0333688012368),(57.0164494072307,64.0345918885476),(57.017093662804,64.0346544715472),(57.0176086637191,64.0331953498431),(57.0177022994797,64.0325730773517),(57.0186035315708,64.031006667287),(57.0182758133479,64.0304487678119),(57.018521602287,64.0293115111896),(57.0182875176201,64.0287321540424),(57.0187205730905,64.0256422492572),(57.0170468441763,64.0249341460772),(57.0171990044829,64.0240329238482),(57.0160987543925,64.0235179397174),(57.0159817045871,64.0242045852252),(57.015068703409,64.0237754317828),(57.0151857560998,64.0206855269977),(57.0133479861677,64.0205138656207),(57.0131138688007,64.0202778312274),(57.0131841041662,64.0180676909991),(57.0110418656072,64.0173381301471),(57.0101014244807,64.0225826082249))"
"Муллаши ","((56.9977431529203,66.0754898462833),(56.998059342153,66.0737303171695),(57.0006238885103,66.0702541742862),(57.0053543668136,66.0716274653018),(57.006829590469,66.0731724176943),(57.0076491337994,66.074717370087),(57.0075554726231,66.0886219416202),(57.0044879382341,66.0892656717837),(57.0014201498926,66.0905960474551),(56.9991015764502,66.0880211268009),(56.9957522698422,66.0838154230655),(56.994534265123,66.0800388727726),(56.9950495796985,66.0781505976261),(56.9977431529203,66.0754898462833))"
"Муравушка с/о ","((57.2764223935589,65.2881163050626),(57.2795371113708,65.2908628870938),(57.2789967035359,65.292708246896),(57.2789676491306,65.2951973368618),(57.2792640030285,65.3025787760708),(57.2765851092475,65.3015917231534),(57.2764223935589,65.2881163050626))"
"Мыс","((57.1706384950227,65.6376183512174),(57.1689366677635,65.6388628962003),(57.168190636497,65.6415236475431),(57.1672999955175,65.6414227447224),(57.1677662781076,65.6379466018391),(57.1655887066916,65.6350305548461),(57.1646039748666,65.6340159543376),(57.1633448902039,65.634101785026),(57.1637510574278,65.6368100720535),(57.1641241199365,65.6435048657547),(57.1634103833134,65.6548614591358),(57.1633870665665,65.6580371946094),(57.1629852250532,65.6636812932719),(57.163436375348,65.668055282382),(57.1660309393809,65.6657622276763),(57.1662097236761,65.663651697511),(57.1674453962075,65.662922136659),(57.1687076290572,65.6631892935697),(57.1699898429586,65.6648200766507),(57.1743257264385,65.6597560660306),(57.1747082199071,65.6534665240403),(57.175197717982,65.653595270073),(57.1752909549711,65.6526082171555),(57.1755706645141,65.6527369631882),(57.1758105856465,65.6500339682306),(57.1772275776156,65.6504423357303),(57.177332463436,65.6488330103214),(57.1802365179235,65.6454151169162),(57.1805054478394,65.6417415877808),(57.1807462689938,65.6393584366657),(57.1814765031592,65.6317825288979),(57.1819072183163,65.626395265735),(57.1823645216642,65.6222742121729),(57.18274412511,65.621894695043),(57.1838228457602,65.6208714477495),(57.1842986670779,65.6196726299563),(57.1840321341531,65.6193200692676),(57.1836541765965,65.6192011433194),(57.1832088510085,65.6196240071042),(57.1826518657481,65.6180133693834),(57.181953882367,65.6188839735439),(57.1807425824749,65.6156954916959),(57.1801610458351,65.6160666085262),(57.1796726562149,65.6159833744698),(57.1795552673832,65.61673569131),(57.1785603783457,65.6163608312059),(57.1783243707185,65.6172033694156),(57.1779682371301,65.6171954850781),(57.177401036546,65.6188652413346),(57.1769739422811,65.6203009342822),(57.1770978313333,65.6212333574772),(57.1776425717896,65.6214420770093),(57.1776188816637,65.6220614209061),(57.1773841874328,65.6219848547565),(57.1770964765807,65.6229336245991),(57.1772207425756,65.6234080095204),(57.1771459202205,65.6237954056859),(57.1768831925928,65.6243324265225),(57.1767065440479,65.6246010779674),(57.1765998199042,65.6249555601008),(57.1765979833566,65.6255460766276),(57.1763173633307,65.626206115317),(57.1761304351725,65.6286819018736),(57.1765113558321,65.6287977465027),(57.1768689643543,65.6292569138856),(57.1771413207632,65.630604402094),(57.177383026172,65.6320977488719),(57.1773070458889,65.6329815905603),(57.1771788519888,65.6337969821009),(57.1769224628571,65.6337755244288),(57.1752209260466,65.6336896937403),(57.1754307088079,65.6313293498072),(57.1739155842269,65.6307285349879),(57.1719360871458,65.6327917965641),(57.1717262844709,65.634937563776),(57.1706384950227,65.6376183512174))"
"На Липовом КП","((57.2310999718917,65.5956611293005),(57.2225109096216,65.6032142298864),(57.2257000370141,65.592871631925),(57.2284466547993,65.5839881556677),(57.2314025309755,65.5855760234046),(57.2310999718917,65.5956611293005))"
"Надежда с/о","((56.9437089363734,65.7338865866615),(56.9424423091219,65.7307108511879),(56.9400496731213,65.7328995337441),(56.9415274959089,65.7396801581338),(56.9437089363734,65.7338865866615))"
"Надежда-1 с/о ","((57.2654625627935,65.3695189143524),(57.2668111596052,65.3762137080536),(57.2668111596052,65.3803335811004),(57.2634628279945,65.380076089035),(57.2645324671349,65.3732525493011),(57.2654625627935,65.3695189143524))"
"Надежда-2 с/о ","((57.2489498594923,65.4378401423797),(57.2513923471328,65.4266821528777),(57.2493569520463,65.4269611026154),(57.2489905689516,65.4268216277466),(57.248586380176,65.4280393506393),(57.2483682908666,65.4287420894012),(57.2482752390224,65.4294716502532),(57.2482752390224,65.4325186396942),(57.2480484241755,65.4330014373169),(57.2479379241386,65.4336129809723),(57.2481298450521,65.4344927455291),(57.2481938184644,65.43753973497),(57.2489498594923,65.4378401423797))"
"Надежда-3 с/о ","((57.1376226458446,65.3480773906796),(57.1393142541053,65.3470474224179),(57.1394789740523,65.3494112981609),(57.1387426158539,65.3508239727109),(57.1386959510959,65.3516930084317),(57.138515124682,65.3524440269559),(57.1384642670772,65.3527576777725),(57.1384600745129,65.3529854979007),(57.1385275200543,65.3533231209605),(57.1390882246966,65.355972472915),(57.1392705065613,65.357151303777),(57.1395184084406,65.3584468107312),(57.1406951904962,65.3610076497881),(57.1407987221893,65.3613476197808),(57.1409241263867,65.3618988137334),(57.1410116174373,65.3625720481961),(57.1414490695634,65.3676467876523),(57.1417990275091,65.3717559318631),(57.1420964891543,65.3738641481488),(57.1422189726758,65.3750711422055),(57.1418515209081,65.3754144649594),(57.1409591228504,65.3758221607296),(57.139505027935,65.3695851551476),(57.1392991589026,65.3696888916767),(57.1386482609381,65.366495323704),(57.139131380009,65.3660734206079),(57.1387851791156,65.3640065271048),(57.1383377607978,65.3642608340471),(57.1379854002389,65.3624198328345),(57.1376306665391,65.3621710579483),(57.1359528356854,65.3552147488682),(57.1362197187165,65.3539406995861),(57.1384101282719,65.3527444343654),(57.1370743147839,65.3500514965145),(57.1367651458091,65.3493863086789),(57.1376226458446,65.3480773906796))"
"Надежда-4 с/о","((57.2389872445055,65.5229330681743),(57.2347750344495,65.5218819759806),(57.2353216525956,65.5206775910915),(57.2365986372964,65.5186927564205),(57.2467983279431,65.5210959701399),(57.2470702483797,65.5213964003286),(57.246979535186,65.5246708058758),(57.2389872445055,65.5229330681743))"
"Нариманово","((57.3784878863066,65.0832314210138),(57.3745543186366,65.0840687001343),(57.3739515578634,65.0833391392822),(57.373534256129,65.0837253773804),(57.3732792360718,65.0859569752808),(57.3704738977724,65.0869869435424),(57.3709607901192,65.0917934620972),(57.3706361959475,65.0924801076049),(57.3692334522655,65.0928234303588),(57.3682248346796,65.0941538060302),(57.3684103296605,65.0986813748474),(57.3682712085199,65.1012348378295),(57.3689204360041,65.102221890747),(57.370450712269,65.1051830494994),(57.3738704162328,65.1060842717285),(57.3756670815938,65.107242986023),(57.3761075409045,65.1050113881225),(57.3758641298327,65.100054665863),(57.376206063965,65.0995074952239),(57.3764118024479,65.0957148516769),(57.378657464126,65.0841974461669),(57.3784878863066,65.0832314210138))"
"Насекина","((57.2753433971809,65.0799274926961),(57.2732512124569,65.0775242334187),(57.2712983990316,65.0773525720418),(57.2699499671769,65.0823307519734),(57.270507944991,65.0879097467244),(57.2686479859358,65.0959778314412),(57.2702754552588,65.0959778314412),(57.2753433971809,65.0799274926961))"
"Наука с/о","((57.1783855669334,65.4861764618788),(57.176777330976,65.4807691285047),(57.1763344710558,65.4812197396193),(57.175635207703,65.4830436417494),(57.1748660026735,65.4845027634535),(57.1755186625195,65.4859833428297),(57.1759032602248,65.4869703957472),(57.1761596564628,65.4880647370253),(57.1762995081959,65.4886226365004),(57.1764859763649,65.4883651444349),(57.1783855669334,65.4861764618788))"
"Незабудка с/о","((57.2656155808268,65.3018107050661),(57.2613834728246,65.3017677897219),(57.2615462552279,65.3193201655153),(57.2610230234717,65.3249206179384),(57.2611044155748,65.3294052714113),(57.2647784992545,65.3300490015748),(57.2658248481869,65.3294481867556),(57.2656155808268,65.3018107050661))"
"Нерда с/о","((57.6584074998539,67.876681086258),(57.6577864264017,67.8773462740937),(57.6572573554129,67.875779864029),(57.6569583118627,67.8761017291108),(57.6566937712751,67.8752005068818),(57.6558656316997,67.8760373560944),(57.6555665766342,67.8749644724885),(57.6559921542518,67.874513861374),(57.6559921542518,67.8740417925874),(57.6553365325924,67.8713810412446),(57.6557276065923,67.871102091507),(57.6554630569886,67.8700721232453),(57.655647091703,67.8698575465241),(57.6552215100225,67.8680980174104),(57.6561761862641,67.8672397105256),(57.6573608699114,67.8719174830476),(57.6570158204299,67.8722393481293),(57.656900803204,67.872904535965),(57.6569813153006,67.8732264010468),(57.6572343521507,67.8730118243257),(57.6584074998539,67.876681086258))"
"Нефтехимик с/о","((57.1250998890642,65.2401655704778),(57.1268270817385,65.23877082179),(57.1284608382055,65.2461951763433),(57.1266053520614,65.2474397213262),(57.1250998890642,65.2401655704778))"
"Нефтяник с/о","((57.20787422456,65.5638214107255),(57.2088639760592,65.563542460988),(57.2090968548853,65.5638857837419),(57.2093064445751,65.5644007678728),(57.2098478790515,65.5659779067735),(57.2101564349031,65.5671258922319),(57.2071406268567,65.5710311885576),(57.205650097563,65.5659886356096),(57.20787422456,65.5638214107255))"
"Нефтяников","((57.2015251678197,65.5511996807923),(57.2015892224274,65.548624760138),(57.1933002291909,65.5483810721754),(57.1925721653105,65.5531446753859),(57.1978954359784,65.5567066489577),(57.2014535604063,65.5564706145644),(57.2015176151543,65.5543999492049),(57.2015251678197,65.5511996807923))"
"Нива с/о","((57.1297644200725,65.1886230859388),(57.1291342877117,65.1886660012831),(57.1287842095256,65.1886230859388),(57.1289475797593,65.189910546266),(57.1288075481747,65.1900392922987),(57.1290642723404,65.193515435182),(57.126193527663,65.1946741494764),(57.1274538821108,65.2097374353041),(57.130487892098,65.2086216363539),(57.1303245286877,65.2057463082899),(57.1311180013301,65.2055317315687),(57.1312346870357,65.206132546388),(57.1324131920394,65.2065187844862),(57.1328857502977,65.207398549043),(57.1332416235217,65.2059608850111),(57.133148280061,65.205231324159),(57.1343617266184,65.2044588479628),(57.135411792369,65.2049309167494),(57.1366018307342,65.2043730172743),(57.1359951493084,65.2011114511122),(57.1364151605896,65.2000385675062),(57.1362284894997,65.1987511071791),(57.1355517988762,65.1988369378676),(57.1355284644953,65.1978498849501),(57.1361584875974,65.1958328637709),(57.1364851620046,65.1934296044935),(57.1371151687588,65.1911550912489),(57.1369985016535,65.1895243081678),(57.1363218251628,65.1890951547255),(57.1297644200725,65.1886230859388))"
"Нижние Тарманы","((57.3660036634042,65.435790443889),(57.3673717498734,65.4357475285448),(57.3675340618266,65.4322284703172),(57.3685079183596,65.4317993168749),(57.3682528631967,65.4275936131395),(57.3689948368784,65.4257482533372),(57.3691339552759,65.4240745549119),(57.3705367027694,65.4232591633714),(57.3723103477333,65.423902893535),(57.3737477484575,65.4196113591112),(57.3729073395655,65.4186135773576),(57.3722987555542,65.4183882718003),(57.3689948368863,65.4184526448167),(57.369574493357,65.4034751896776),(57.3689078876199,65.3962010388291),(57.3664094570982,65.3964799885667),(57.367479145335,65.403915387085),(57.3679227553215,65.4110503781936),(57.3668561321225,65.4191613782547),(57.3660213618105,65.4221654523514),(57.3657431008027,65.4249978650711),(57.3663923731921,65.4261994947098),(57.3655575922871,65.4325509656571),(57.365974985123,65.4340959180496),(57.3660036634042,65.435790443889))"
"Нижняя Тавда с.","((57.660853131686,66.1467302784027),(57.6596110581672,66.1561287387909),(57.6578628823722,66.1558712467255),(57.6574488283505,66.1684454425873),(57.6589670032392,66.1682737812103),(57.6647734015704,66.1695050104443),(57.6652333680599,66.1796759470288),(57.6595293697005,66.1816071375195),(57.6617834766466,66.1937092645947),(57.6646354104817,66.1929797037426),(57.6632554706088,66.2002753122631),(57.662634480472,66.2064551218335),(57.6650953787279,66.2086008890454),(57.6659233068149,66.2120770319287),(57.6700166724383,66.2091158731762),(57.6730519025093,66.2134503229443),(57.6764777270031,66.2170981272046),(57.6799492042072,66.2079571588818),(57.6847042805634,66.2009190424267),(57.6892092129365,66.2020777567211),(57.6942191406531,66.2038802011792),(57.692863311418,66.1964129312817),(57.6827456210455,66.19048262625),(57.6818950909198,66.1895384886768),(57.6815043000905,66.1894097426441),(57.6811135050318,66.1892380812671),(57.6811594811406,66.1886372664478),(57.6806077639714,66.1880364516284),(57.6803548907849,66.1873068907764),(57.6778950319409,66.183272848418),(57.6752970551626,66.1734480754848),(57.6772513028996,66.1549515621182),(57.6798491390994,66.1502308742519),(57.6806997174184,66.1493296520229),(57.6834122387603,66.1487288372036),(57.6868600649573,66.1486430065151),(57.6859636618214,66.1454672710415),(57.6765845714387,66.149157990646),(57.6716411784143,66.1460680858608),(57.6689737644275,66.1371416942593),(57.6687208097731,66.1301894084927),(57.659521255386,66.1355538265225),(57.6623733677565,66.147183884811),(57.660853131686,66.1467302784027))"
"Никитина д.","((57.237766056636,66.8642179356856),(57.2384001490524,66.8632845269484),(57.2388306275755,66.8566541062635),(57.2392843697379,66.8511394845289),(57.2395752271547,66.8454102860731),(57.2390633165546,66.8452708112043),(57.2389237033456,66.8443588601392),(57.2382721679837,66.844326673631),(57.2381441864641,66.8460271941465),(57.2377660566278,66.8461478935522),(57.2377835088558,66.8476847993177),(57.2374228277162,66.8473307477277),(57.2372017633376,66.8460325585645),(57.2363407630675,66.8460111008924),(57.2364105746489,66.8476633416456),(57.2366549141466,66.8479744778913),(57.2367974447637,66.8486316190999),(57.2374519150271,66.8489025222104),(57.2375013634123,66.8506110893528),(57.2375042721649,66.851890503053),(57.237105433575,66.8517355635729),(57.2371487240569,66.8532543225181),(57.2373749244971,66.853330681656),(57.2373153862392,66.854599198882),(57.2371497693873,66.8555054502529),(57.2370977753557,66.8570604609292),(57.2366501873545,66.8571563499015),(57.2365283814025,66.8587971912664),(57.2367858096512,66.8590949164671),(57.2366490965699,66.8613211499494),(57.2362360454447,66.8615679131788),(57.2361313275311,66.8641213761611),(57.237766056636,66.8642179356856))"
